Salary w/ Inflation
81131763.5
91050095.7
49704340.3
52307271.6
27503118.2
85567103.4
83573311.2
105056741.2
83062895.9
79833827.2
85829513.2
86611380.1
84183535.5
25318150.3
54254247.6
104666172.6
81551111.4
91515819.6
86197130.8
79216831.7
36229611.6
38840224.5
48405327.3
95450864.3
86511325.2
86817087.7
76808600.1
78489172.1
86734789.2
75596971.9
89564778.3
86278361.9
78260428.1
84867145.5
