league,player_id,salary,season,season_end,season_start,team
NBA,abdelal01,"395,000 ",1990-91,1991,1990,Portland Trail Blazers
NBA,abdelal01,"494,000 ",1991-92,1992,1991,Portland Trail Blazers
NBA,abdelal01,"500,000 ",1992-93,1993,1992,Boston Celtics
NBA,abdelal01,"805,000 ",1993-94,1994,1993,Boston Celtics
NBA,abdelal01,"650,000 ",1994-95,1995,1994,Sacramento Kings
NBA,abdulka01,"1,530,000 ",1984-85,1985,1984,Los Angeles Lakers
NBA,abdulka01,"2,030,000 ",1985-86,1986,1985,Los Angeles Lakers
NBA,abdulka01,"2,000,000 ",1987-88,1988,1987,Los Angeles Lakers
NBA,abdulka01,"3,000,000 ",1988-89,1989,1988,Los Angeles Lakers
NBA,abdulma02,"1,660,000 ",1990-91,1991,1990,Denver Nuggets
NBA,abdulma02,"2,008,000 ",1991-92,1992,1991,Denver Nuggets
NBA,abdulma02,"2,358,000 ",1992-93,1993,1992,Denver Nuggets
NBA,abdulma02,"1,825,000 ",1993-94,1994,1993,Denver Nuggets
NBA,abdulma02,"2,200,000 ",1994-95,1995,1994,Denver Nuggets
NBA,abdulma02,"2,600,000 ",1995-96,1996,1995,Denver Nuggets
NBA,abdulma02,"3,100,000 ",1996-97,1997,1996,Sacramento Kings
NBA,abdulma02,"3,300,000 ",1997-98,1998,1997,Sacramento Kings
NBA,abdulma02,"798,500 ",2000-01,2001,2000,Vancouver Grizzlies
NBA,abdulta01,"1,226,880 ",1997-98,1998,1997,Sacramento Kings
NBA,abdulta01,"1,411,000 ",1998-99,1999,1998,Sacramento Kings
NBA,abdulta01,"1,594,920 ",1999-00,2000,1999,Denver Nuggets
NBA,abdulta01,"4,500,000 ",2000-01,2001,2000,Denver Nuggets
NBA,abdulta01,"5,062,500 ",2001-02,2002,2001,Denver Nuggets
NBA,abdulta01,"5,625,000 ",2002-03,2003,2002,Dallas Mavericks
NBA,abdulta01,"6,187,500 ",2003-04,2004,2003,Dallas Mavericks
NBA,abdulta01,"6,750,000 ",2004-05,2005,2004,Dallas Mavericks
NBA,abdulta01,"3,656,250 ",2005-06,2006,2005,Dallas Mavericks
NBA,abdulta01,"1,968,750 ",2006-07,2007,2006,Dallas Mavericks
NBA,abdursh01,"2,186,000 ",1996-97,1997,1996,Vancouver Grizzlies
NBA,abdursh01,"9,000,000 ",1999-00,2000,1999,Vancouver Grizzlies
NBA,abdursh01,"10,130,000 ",2000-01,2001,2000,Vancouver Grizzlies
NBA,abdursh01,"11,250,000 ",2001-02,2002,2001,Atlanta Hawks
NBA,abdursh01,"12,375,000 ",2002-03,2003,2002,Atlanta Hawks
NBA,abdursh01,"13,500,000 ",2003-04,2004,2003,Atlanta Hawks
NBA,abdursh01,"14,625,000 ",2004-05,2005,2004,Portland Trail Blazers
NBA,abdursh01,"5,000,000 ",2005-06,2006,2005,Sacramento Kings
NBA,abdursh01,"5,400,000 ",2006-07,2007,2006,Sacramento Kings
NBA,abdursh01,"5,800,000 ",2007-08,2008,2007,Sacramento Kings
NBA,abdursh01,"6,600,000 ",2009-10,2010,2009,Sacramento Kings
NBA,abrinal01,"5,994,764 ",2016-17,2017,2016,Oklahoma City Thunder
NBA,abrinal01,"5,725,000 ",2017-18,2018,2017,Oklahoma City Thunder
NBA,ackeral01,"398,762 ",2005-06,2006,2005,Detroit Pistons
NBA,ackeral01,"839,209 ",2006-07,2007,2006,Detroit Pistons
NBA,ackeral01,"711,517 ",2008-09,2009,2008,Los Angeles Clippers
NBA,acresma01,"75,000 ",1987-88,1988,1987,Boston Celtics
NBA,acresma01,"300,000 ",1988-89,1989,1988,Boston Celtics
NBA,acresma01,"437,000 ",1990-91,1991,1990,Orlando Magic
NBA,acresma01,"547,000 ",1991-92,1992,1991,Orlando Magic
NBA,acresma01,"250,000 ",1992-93,1993,1992,Houston Rockets
NBA,acyqu01,"665,000 ",2012-13,2013,2012,Toronto Raptors
NBA,acyqu01,"788,872 ",2013-14,2014,2013,Toronto Raptors
NBA,acyqu01,"915,243 ",2014-15,2015,2014,New York Knicks
NBA,acyqu01,"981,348 ",2015-16,2016,2015,Sacramento Kings
NBA,acyqu01,"1,914,544 ",2016-17,2017,2016,Brooklyn Nets
NBA,acyqu01,"1,050,961 ",2016-17,2017,2016,Dallas Mavericks
NBA,acyqu01,"1,709,538 ",2017-18,2018,2017,Brooklyn Nets
NBA,adamsal01,"500,000 ",1984-85,1985,1984,Phoenix Suns
NBA,adamsal01,"600,000 ",1985-86,1986,1985,Phoenix Suns
NBA,adamsal01,"675,000 ",1987-88,1988,1987,Phoenix Suns
NBA,adamsha01,"412,718 ",2006-07,2007,2006,New Jersey Nets
NBA,adamsha01,"297,163 ",2008-09,2009,2008,Los Angeles Clippers
NBA,adamsjo01,"1,344,120 ",2014-15,2015,2014,Memphis Grizzlies
NBA,adamsjo01,"1,404,600 ",2015-16,2016,2015,Memphis Grizzlies
NBA,adamsjo01,"1,465,080 ",2016-17,2017,2016,Memphis Grizzlies
NBA,adamsmi01,"85,000 ",1985-86,1986,1985,Sacramento Kings
NBA,adamsmi01,"160,000 ",1987-88,1988,1987,Denver Nuggets
NBA,adamsmi01,"375,000 ",1988-89,1989,1988,Denver Nuggets
NBA,adamsmi01,"825,000 ",1990-91,1991,1990,Denver Nuggets
NBA,adamsmi01,"1,309,000 ",1991-92,1992,1991,Washington Bullets
NBA,adamsmi01,"1,309,000 ",1992-93,1993,1992,Washington Bullets
NBA,adamsmi01,"1,309,000 ",1993-94,1994,1993,Washington Bullets
NBA,adamsmi01,"1,240,000 ",1994-95,1995,1994,Charlotte Hornets
NBA,adamsst01,"2,090,880 ",2013-14,2014,2013,Oklahoma City Thunder
NBA,adamsst01,"2,184,960 ",2014-15,2015,2014,Oklahoma City Thunder
NBA,adamsst01,"2,279,040 ",2015-16,2016,2015,Oklahoma City Thunder
NBA,adamsst01,"3,140,517 ",2016-17,2017,2016,Oklahoma City Thunder
NBA,adamsst01,"22,471,910 ",2017-18,2018,2017,Oklahoma City Thunder
NBA,addisra01,"311,000 ",1991-92,1992,1991,New Jersey Nets
NBA,addisra01,"522,000 ",1992-93,1993,1992,New Jersey Nets
NBA,addisra01,"250,000 ",1994-95,1995,1994,Detroit Pistons
NBA,addisra01,"360,000 ",1995-96,1996,1995,Charlotte Hornets
NBA,addisra01,"290,000 ",1996-97,1997,1996,Charlotte Hornets
NBA,adebaba01,"2,490,360 ",2017-18,2018,2017,Miami Heat
NBA,adrieje01,"342,666 ",2010-11,2011,2010,Golden State Warriors
NBA,adrieje01,"270,427 ",2011-12,2012,2011,Houston Rockets
NBA,adrieje01,"804,131 ",2012-13,2013,2012,Charlotte Bobcats
NBA,adrieje01,"916,099 ",2013-14,2014,2013,Charlotte Bobcats
NBA,adrieje01,"981,084 ",2014-15,2015,2014,Houston Rockets
NBA,afflaar01,"944,520 ",2007-08,2008,2007,Detroit Pistons
NBA,afflaar01,"1,015,440 ",2008-09,2009,2008,Detroit Pistons
NBA,afflaar01,"1,086,240 ",2009-10,2010,2009,Denver Nuggets
NBA,afflaar01,"1,959,577 ",2010-11,2011,2010,Denver Nuggets
NBA,afflaar01,"7,562,500 ",2011-12,2012,2011,Denver Nuggets
NBA,afflaar01,"7,750,000 ",2012-13,2013,2012,Orlando Magic
NBA,afflaar01,"7,312,500 ",2013-14,2014,2013,Orlando Magic
NBA,afflaar01,"7,750,000 ",2014-15,2015,2014,Portland Trail Blazers
NBA,afflaar01,"8,000,000 ",2015-16,2016,2015,New York Knicks
NBA,afflaar01,"12,500,000 ",2016-17,2017,2016,Sacramento Kings
NBA,afflaar01,"1,500,000 ",2017-18,2018,2017,Sacramento Kings
NBA,afflaar01,"1,471,382 ",2017-18,2018,2017,Orlando Magic
NBA,agerma01,"906,480 ",2006-07,2007,2006,Dallas Mavericks
NBA,agerma01,"974,400 ",2007-08,2008,2007,New Jersey Nets
NBA,agerma01,"1,042,440 ",2008-09,2009,2008,New Jersey Nets
NBA,agerma01,"83,305 ",2010-11,2011,2010,Minnesota Timberwolves
NBA,aguirma01,"800,000 ",1984-85,1985,1984,Dallas Mavericks
NBA,aguirma01,"626,240 ",1985-86,1986,1985,Dallas Mavericks
NBA,aguirma01,"715,700 ",1987-88,1988,1987,Dallas Mavericks
NBA,aguirma01,"715,700 ",1988-89,1989,1988,Dallas Mavericks
NBA,aguirma01,"1,115,000 ",1990-91,1991,1990,Detroit Pistons
NBA,aguirma01,"1,232,000 ",1991-92,1992,1991,Detroit Pistons
NBA,aguirma01,"1,351,000 ",1992-93,1993,1992,Detroit Pistons
NBA,aguirma01,"1,471,000 ",1993-94,1994,1993,Detroit Pistons
NBA,aguirma01,"150,000 ",1993-94,1994,1993,Los Angeles Clippers
NBA,ahearbl01,"125,562 ",2008-09,2009,2008,San Antonio Spurs
NBA,aingeda01,"400,000 ",1984-85,1985,1984,Boston Celtics
NBA,aingeda01,"550,000 ",1985-86,1986,1985,Boston Celtics
NBA,aingeda01,"625,000 ",1987-88,1988,1987,Boston Celtics
NBA,aingeda01,"675,000 ",1988-89,1989,1988,Boston Celtics
NBA,aingeda01,"725,000 ",1990-91,1991,1990,Portland Trail Blazers
NBA,aingeda01,"725,000 ",1991-92,1992,1991,Portland Trail Blazers
NBA,aingeda01,"1,330,000 ",1992-93,1993,1992,Phoenix Suns
NBA,aingeda01,"1,690,000 ",1993-94,1994,1993,Phoenix Suns
NBA,aingeda01,"2,080,000 ",1994-95,1995,1994,Phoenix Suns
NBA,ajincal01,"1,276,320 ",2008-09,2009,2008,Charlotte Bobcats
NBA,ajincal01,"1,372,080 ",2009-10,2010,2009,Charlotte Bobcats
NBA,ajincal01,"1,467,840 ",2010-11,2011,2010,Toronto Raptors
NBA,ajincal01,"981,084 ",2014-15,2015,2014,New Orleans Pelicans
NBA,ajincal01,"4,300,000 ",2015-16,2016,2015,New Orleans Pelicans
NBA,ajincal01,"4,600,000 ",2016-17,2017,2016,New Orleans Pelicans
NBA,ajincal01,"4,961,798 ",2017-18,2018,2017,New Orleans Pelicans
NBA,akognjo01,"788,872 ",2013-14,2014,2013,Memphis Grizzlies
NBA,alabiso01,"770,000 ",2010-11,2011,2010,Toronto Raptors
NBA,alabiso01,"830,000 ",2011-12,2012,2011,Toronto Raptors
NBA,alarima01,"232,500 ",1987-88,1988,1987,Washington Bullets
NBA,alarima01,"250,000 ",1988-89,1989,1988,Washington Bullets
NBA,alarima01,"500,000 ",1990-91,1991,1990,Washington Bullets
NBA,alarima01,"550,000 ",1991-92,1992,1991,Washington Bullets
NBA,aldemfu01,"3,000,000 ",2014-15,2015,2014,Philadelphia 76ers
NBA,aldemfu01,"3,000,000 ",2015-16,2016,2015,Philadelphia 76ers
NBA,aldrico01,"2,126,520 ",2010-11,2011,2010,Oklahoma City Thunder
NBA,aldrico01,"2,286,000 ",2011-12,2012,2011,Oklahoma City Thunder
NBA,aldrico01,"2,445,480 ",2012-13,2013,2012,Sacramento Kings
NBA,aldrico01,"981,084 ",2014-15,2015,2014,New York Knicks
NBA,aldrico01,"1,100,600 ",2015-16,2016,2015,Los Angeles Clippers
NBA,aldrico01,"7,643,979 ",2016-17,2017,2016,Minnesota Timberwolves
NBA,aldrico01,"7,300,000 ",2017-18,2018,2017,Minnesota Timberwolves
NBA,aldrila01,"4,027,320 ",2006-07,2007,2006,Portland Trail Blazers
NBA,aldrila01,"4,329,360 ",2007-08,2008,2007,Portland Trail Blazers
NBA,aldrila01,"4,631,400 ",2008-09,2009,2008,Portland Trail Blazers
NBA,aldrila01,"5,844,827 ",2009-10,2010,2009,Portland Trail Blazers
NBA,aldrila01,"11,244,000 ",2010-11,2011,2010,Portland Trail Blazers
NBA,aldrila01,"12,372,000 ",2011-12,2012,2011,Portland Trail Blazers
NBA,aldrila01,"13,500,000 ",2012-13,2013,2012,Portland Trail Blazers
NBA,aldrila01,"14,128,000 ",2013-14,2014,2013,Portland Trail Blazers
NBA,aldrila01,"16,006,000 ",2014-15,2015,2014,Portland Trail Blazers
NBA,aldrila01,"19,500,000 ",2015-16,2016,2015,San Antonio Spurs
NBA,aldrila01,"20,575,005 ",2016-17,2017,2016,San Antonio Spurs
NBA,aldrila01,"21,461,010 ",2017-18,2018,2017,San Antonio Spurs
NBA,alexacl01,"525,093 ",2015-16,2016,2015,Portland Trail Blazers
NBA,alexacl01,"51,449 ",2016-17,2017,2016,Brooklyn Nets
NBA,alexaco01,"490,000 ",1995-96,1996,1995,San Antonio Spurs
NBA,alexaco01,"521,000 ",1996-97,1997,1996,San Antonio Spurs
NBA,alexaco01,"562,380 ",1997-98,1998,1997,San Antonio Spurs
NBA,alexaco01,"1,980,000 ",1999-00,2000,1999,Denver Nuggets
NBA,alexaco01,"2,160,000 ",2000-01,2001,2000,Denver Nuggets
NBA,alexaco01,"1,995,741 ",2001-02,2002,2001,Denver Nuggets
NBA,alexaco01,"2,149,259 ",2002-03,2003,2002,Denver Nuggets
NBA,alexaco01,"2,302,778 ",2003-04,2004,2003,Denver Nuggets
NBA,alexaco02,"1,319,400 ",2000-01,2001,2000,Dallas Mavericks
NBA,alexaco02,"1,418,400 ",2001-02,2002,2001,Washington Wizards
NBA,alexaco02,"1,517,280 ",2002-03,2003,2002,New Orleans Hornets
NBA,alexaco02,"2,168,193 ",2003-04,2004,2003,New Orleans Hornets
NBA,alexaco02,"79,029 ",2004-05,2005,2004,Sacramento Kings
NBA,alexaga01,"150,000 ",1994-95,1995,1994,Cleveland Cavaliers
NBA,alexajo01,"2,403,120 ",2008-09,2009,2008,Milwaukee Bucks
NBA,alexajo01,"2,583,360 ",2009-10,2010,2009,Chicago Bulls
NBA,alexajo01,"90,465 ",2010-11,2011,2010,New Orleans Hornets
NBA,alexavi01,"750,000 ",1991-92,1992,1991,Golden State Warriors
NBA,alexavi01,"942,000 ",1992-93,1993,1992,Golden State Warriors
NBA,alexavi01,"1,160,000 ",1993-94,1994,1993,Golden State Warriors
NBA,alexavi01,"1,377,500 ",1994-95,1995,1994,Golden State Warriors
NBA,alexavi01,"1,595,000 ",1995-96,1996,1995,Toronto Raptors
NBA,alexavi01,"653,350 ",2001-02,2002,2001,Detroit Pistons
NBA,alforst01,"100,000 ",1987-88,1988,1987,Dallas Mavericks
NBA,alforst01,"150,000 ",1988-89,1989,1988,Golden State Warriors
NBA,alforst01,"250,000 ",1990-91,1991,1990,Dallas Mavericks
NBA,allenja01,"1,713,720 ",2017-18,2018,2017,Brooklyn Nets
NBA,allenje01,"200,000 ",1995-96,1996,1995,Minnesota Timberwolves
NBA,allenje01,"247,500 ",1996-97,1997,1996,Indiana Pacers
NBA,allenje01,"35,000 ",1997-98,1998,1997,Cleveland Cavaliers
NBA,allenje01,"510,000 ",1999-00,2000,1999,Milwaukee Bucks
NBA,allenla01,"473,604 ",2011-12,2012,2011,Philadelphia 76ers
NBA,allenla01,"3,000,000 ",2012-13,2013,2012,Philadelphia 76ers
NBA,allenla01,"3,060,000 ",2013-14,2014,2013,Philadelphia 76ers
NBA,allenla01,"948,163 ",2014-15,2015,2014,Indiana Pacers
NBA,allenla01,"3,700,000 ",2015-16,2016,2015,Indiana Pacers
NBA,allenla01,"4,000,000 ",2016-17,2017,2016,Indiana Pacers
NBA,allenma01,"332,817 ",2001-02,2002,2001,Miami Heat
NBA,allenma01,"512,435 ",2002-03,2003,2002,Miami Heat
NBA,allenma01,"1,510,000 ",2003-04,2004,2003,Miami Heat
NBA,allenma01,"1,950,625 ",2004-05,2005,2004,Miami Heat
NBA,allenma01,"1,670,000 ",2005-06,2006,2005,Chicago Bulls
NBA,allenma01,"1,803,600 ",2006-07,2007,2006,Chicago Bulls
NBA,allenma01,"998,398 ",2007-08,2008,2007,Dallas Mavericks
NBA,allenma01,"1,300,000 ",2008-09,2009,2008,Milwaukee Bucks
NBA,allenma01,"1,300,000 ",2009-10,2010,2009,Denver Nuggets
NBA,allenma01,"1,229,255 ",2010-11,2011,2010,Orlando Magic
NBA,allenra02,"1,785,000 ",1996-97,1997,1996,Milwaukee Bucks
NBA,allenra02,"2,052,360 ",1997-98,1998,1997,Milwaukee Bucks
NBA,allenra02,"2,320,000 ",1998-99,1999,1998,Milwaukee Bucks
NBA,allenra02,"9,000,000 ",1999-00,2000,1999,Milwaukee Bucks
NBA,allenra02,"10,130,000 ",2000-01,2001,2000,Milwaukee Bucks
NBA,allenra02,"11,250,000 ",2001-02,2002,2001,Milwaukee Bucks
NBA,allenra02,"12,375,000 ",2002-03,2003,2002,Milwaukee Bucks
NBA,allenra02,"13,500,000 ",2003-04,2004,2003,Seattle SuperSonics
NBA,allenra02,"14,625,000 ",2004-05,2005,2004,Seattle SuperSonics
NBA,allenra02,"13,223,140 ",2005-06,2006,2005,Seattle SuperSonics
NBA,allenra02,"14,611,570 ",2006-07,2007,2006,Seattle SuperSonics
NBA,allenra02,"16,000,000 ",2007-08,2008,2007,Boston Celtics
NBA,allenra02,"18,388,430 ",2008-09,2009,2008,Boston Celtics
NBA,allenra02,"18,776,860 ",2009-10,2010,2009,Boston Celtics
NBA,allenra02,"10,000,000 ",2010-11,2011,2010,Boston Celtics
NBA,allenra02,"10,000,000 ",2011-12,2012,2011,Boston Celtics
NBA,allenra02,"3,090,000 ",2012-13,2013,2012,Miami Heat
NBA,allenra02,"3,229,050 ",2013-14,2014,2013,Miami Heat
NBA,allento01,"901,920 ",2004-05,2005,2004,Boston Celtics
NBA,allento01,"969,696 ",2005-06,2006,2005,Boston Celtics
NBA,allento01,"1,037,280 ",2006-07,2007,2006,Boston Celtics
NBA,allento01,"1,868,141 ",2007-08,2008,2007,Boston Celtics
NBA,allento01,"2,500,000 ",2008-09,2009,2008,Boston Celtics
NBA,allento01,"2,500,000 ",2009-10,2010,2009,Boston Celtics
NBA,allento01,"3,000,000 ",2010-11,2011,2010,Memphis Grizzlies
NBA,allento01,"3,150,000 ",2011-12,2012,2011,Memphis Grizzlies
NBA,allento01,"3,300,000 ",2012-13,2013,2012,Memphis Grizzlies
NBA,allento01,"4,494,382 ",2013-14,2014,2013,Memphis Grizzlies
NBA,allento01,"4,831,461 ",2014-15,2015,2014,Memphis Grizzlies
NBA,allento01,"5,168,539 ",2015-16,2016,2015,Memphis Grizzlies
NBA,allento01,"5,505,618 ",2016-17,2017,2016,Memphis Grizzlies
NBA,allento01,"1,471,382 ",2017-18,2018,2017,Chicago Bulls
NBA,almonmo01,"1,005,960 ",2007-08,2008,2007,Utah Jazz
NBA,almonmo01,"1,081,440 ",2008-09,2009,2008,Utah Jazz
NBA,alstode01,"150,000 ",1994-95,1995,1994,Philadelphia 76ers
NBA,alstode01,"350,000 ",1995-96,1996,1995,Philadelphia 76ers
NBA,alstora01,"301,875 ",1999-00,2000,1999,Milwaukee Bucks
NBA,alstora01,"423,500 ",2000-01,2001,2000,Milwaukee Bucks
NBA,alstora01,"625,000 ",2001-02,2002,2001,Milwaukee Bucks
NBA,alstora01,"37,344 ",2002-03,2003,2002,Toronto Raptors
NBA,alstora01,"688,679 ",2003-04,2004,2003,Miami Heat
NBA,alstora01,"3,500,000 ",2004-05,2005,2004,Toronto Raptors
NBA,alstora01,"3,850,000 ",2005-06,2006,2005,Houston Rockets
NBA,alstora01,"4,200,000 ",2006-07,2007,2006,Houston Rockets
NBA,alstora01,"4,550,000 ",2007-08,2008,2007,Houston Rockets
NBA,alstora01,"4,900,000 ",2008-09,2009,2008,Orlando Magic
NBA,alstora01,"4,300,000 ",2009-10,2010,2009,New Jersey Nets
NBA,alstora01,"753,133 ",2009-10,2010,2009,Miami Heat
NBA,amaecjo01,"200,000 ",1995-96,1996,1995,Cleveland Cavaliers
NBA,amaecjo01,"385,000 ",1999-00,2000,1999,Orlando Magic
NBA,amaecjo01,"600,000 ",2000-01,2001,2000,Orlando Magic
NBA,amaecjo01,"2,175,000 ",2001-02,2002,2001,Utah Jazz
NBA,amaecjo01,"2,392,500 ",2002-03,2003,2002,Utah Jazz
NBA,amaecjo01,"2,610,000 ",2003-04,2004,2003,New York Knicks
NBA,amaecjo01,"1,200,000 ",2004-05,2005,2004,New York Knicks
NBA,amayaas01,"225,000 ",1995-96,1996,1995,Vancouver Grizzlies
NBA,amayaas01,"247,500 ",1996-97,1997,1996,Washington Bullets
NBA,aminual01,"2,563,320 ",2010-11,2011,2010,Los Angeles Clippers
NBA,aminual01,"2,755,560 ",2011-12,2012,2011,New Orleans Hornets
NBA,aminual01,"2,947,800 ",2012-13,2013,2012,New Orleans Hornets
NBA,aminual01,"3,700,000 ",2013-14,2014,2013,New Orleans Pelicans
NBA,aminual01,"981,084 ",2014-15,2015,2014,Dallas Mavericks
NBA,aminual01,"7,500,000 ",2015-16,2016,2015,Portland Trail Blazers
NBA,aminual01,"7,680,965 ",2016-17,2017,2016,Portland Trail Blazers
NBA,aminual01,"7,319,035 ",2017-18,2018,2017,Portland Trail Blazers
NBA,amundlo01,"105,696 ",2006-07,2007,2006,Philadelphia 76ers
NBA,amundlo01,"75,000 ",2006-07,2007,2006,Sacramento Kings
NBA,amundlo01,"35,232 ",2006-07,2007,2006,Utah Jazz
NBA,amundlo01,"687,456 ",2007-08,2008,2007,Philadelphia 76ers
NBA,amundlo01,"797,581 ",2008-09,2009,2008,Phoenix Suns
NBA,amundlo01,"855,189 ",2009-10,2010,2009,Phoenix Suns
NBA,amundlo01,"2,225,000 ",2010-11,2011,2010,Golden State Warriors
NBA,amundlo01,"2,403,000 ",2011-12,2012,2011,Indiana Pacers
NBA,amundlo01,"1,069,509 ",2012-13,2013,2012,Minnesota Timberwolves
NBA,amundlo01,"409,167 ",2014-15,2015,2014,New York Knicks
NBA,amundlo01,"1,650,000 ",2015-16,2016,2015,New York Knicks
NBA,amundlo01,"1,551,659 ",2016-17,2017,2016,New York Knicks
NBA,anderch01,"288,171 ",2001-02,2002,2001,Denver Nuggets
NBA,anderch01,"512,435 ",2002-03,2003,2002,Denver Nuggets
NBA,anderch01,"638,679 ",2003-04,2004,2003,Denver Nuggets
NBA,anderch01,"1,600,000 ",2004-05,2005,2004,New Orleans Hornets
NBA,anderch01,"3,500,000 ",2005-06,2006,2005,New Orleans/Oklahoma City Hornets
NBA,anderch01,"998,398 ",2008-09,2009,2008,Denver Nuggets
NBA,anderch01,"3,650,000 ",2009-10,2010,2009,Denver Nuggets
NBA,anderch01,"4,533,300 ",2010-11,2011,2010,Denver Nuggets
NBA,anderch01,"4,234,000 ",2011-12,2012,2011,Denver Nuggets
NBA,anderch01,"4,526,000 ",2012-13,2013,2012,Denver Nuggets
NBA,anderch01,"699,952 ",2012-13,2013,2012,Miami Heat
NBA,anderch01,"1,399,507 ",2013-14,2014,2013,Miami Heat
NBA,anderch01,"5,375,000 ",2014-15,2015,2014,Miami Heat
NBA,anderch01,"5,000,000 ",2015-16,2016,2015,Memphis Grizzlies
NBA,anderch01,"1,551,659 ",2016-17,2017,2016,Charlotte Hornets
NBA,anderda03,"2,300,000 ",2009-10,2010,2009,Houston Rockets
NBA,anderda03,"2,500,000 ",2010-11,2011,2010,New Orleans Hornets
NBA,anderal01,"398,762 ",2005-06,2006,2005,Charlotte Bobcats
NBA,anderal01,"102,131 ",2006-07,2007,2006,Charlotte Bobcats
NBA,anderal01,"885,120 ",2012-13,2013,2012,Toronto Raptors
NBA,anderal01,"947,907 ",2013-14,2014,2013,Brooklyn Nets
NBA,anderal01,"1,276,061 ",2014-15,2015,2014,Brooklyn Nets
NBA,anderal01,"4,000,000 ",2015-16,2016,2015,Washington Wizards
NBA,anderal01,"1,315,448 ",2016-17,2017,2016,Los Angeles Clippers
NBA,anderde01,"1,107,240 ",1997-98,1998,1997,Cleveland Cavaliers
NBA,anderde01,"1,273,000 ",1998-99,1999,1998,Cleveland Cavaliers
NBA,anderde01,"1,439,400 ",1999-00,2000,1999,Los Angeles Clippers
NBA,anderde01,"2,250,000 ",2000-01,2001,2000,San Antonio Spurs
NBA,anderde01,"6,495,000 ",2001-02,2002,2001,Portland Trail Blazers
NBA,anderde01,"7,144,500 ",2002-03,2003,2002,Portland Trail Blazers
NBA,anderde01,"7,794,000 ",2003-04,2004,2003,Portland Trail Blazers
NBA,anderde01,"8,443,500 ",2004-05,2005,2004,Portland Trail Blazers
NBA,anderde01,"9,093,000 ",2005-06,2006,2005,Portland Trail Blazers
NBA,anderde01,"1,670,000 ",2005-06,2006,2005,Houston Rockets
NBA,anderde01,"9,742,500 ",2006-07,2007,2006,Portland Trail Blazers
NBA,anderde01,"901,397 ",2006-07,2007,2006,Charlotte Bobcats
NBA,anderde01,"400,000 ",2006-07,2007,2006,Miami Heat
NBA,anderde01,"1,219,590 ",2007-08,2008,2007,Charlotte Bobcats
NBA,anderer01,"140,000 ",1992-93,1993,1992,New York Knicks
NBA,anderer01,"250,000 ",1993-94,1994,1993,New York Knicks
NBA,andergr01,"185,000 ",1987-88,1988,1987,San Antonio Spurs
NBA,andergr01,"200,000 ",1988-89,1989,1988,San Antonio Spurs
NBA,andergr01,"1,365,000 ",1990-91,1991,1990,Denver Nuggets
NBA,andergr01,"1,465,000 ",1991-92,1992,1991,Denver Nuggets
NBA,andergr01,"650,000 ",1993-94,1994,1993,Detroit Pistons
NBA,andergr01,"400,000 ",1994-95,1995,1994,Detroit Pistons
NBA,andergr01,"110,000 ",1994-95,1995,1994,Atlanta Hawks
NBA,andergr01,"485,000 ",1995-96,1996,1995,San Antonio Spurs
NBA,andergr01,"584,000 ",1996-97,1997,1996,San Antonio Spurs
NBA,andergr01,"272,250 ",1997-98,1998,1997,Atlanta Hawks
NBA,anderja01,"1,361,400 ",2010-11,2011,2010,San Antonio Spurs
NBA,anderja01,"1,463,520 ",2011-12,2012,2011,San Antonio Spurs
NBA,anderja01,"472,427 ",2012-13,2013,2012,Houston Rockets
NBA,anderja01,"145,749 ",2012-13,2013,2012,San Antonio Spurs
NBA,anderja01,"916,099 ",2013-14,2014,2013,Philadelphia 76ers
NBA,anderja01,"1,015,421 ",2015-16,2016,2015,Sacramento Kings
NBA,anderju01,"1,449,000 ",2015-16,2016,2015,Dallas Mavericks
NBA,anderju01,"1,514,160 ",2016-17,2017,2016,Philadelphia 76ers
NBA,anderju01,"1,579,440 ",2017-18,2018,2017,Philadelphia 76ers
NBA,anderke01,"1,828,000 ",1991-92,1992,1991,New Jersey Nets
NBA,anderke01,"2,376,000 ",1992-93,1993,1992,New Jersey Nets
NBA,anderke01,"2,925,000 ",1993-94,1994,1993,New Jersey Nets
NBA,anderke01,"3,463,200 ",1994-95,1995,1994,New Jersey Nets
NBA,anderke01,"3,898,000 ",1995-96,1996,1995,New Jersey Nets
NBA,anderke01,"4,175,000 ",1996-97,1997,1996,Portland Trail Blazers
NBA,anderke01,"5,010,000 ",1997-98,1998,1997,Portland Trail Blazers
NBA,anderke01,"5,845,000 ",1998-99,1999,1998,Boston Celtics
NBA,anderke01,"6,680,000 ",1999-00,2000,1999,Boston Celtics
NBA,anderke01,"7,520,000 ",2000-01,2001,2000,Boston Celtics
NBA,anderke01,"8,350,000 ",2001-02,2002,2001,Boston Celtics
NBA,anderke01,"9,185,000 ",2002-03,2003,2002,Seattle SuperSonics
NBA,anderke01,"1,070,000 ",2003-04,2004,2003,Indiana Pacers
NBA,anderke01,"1,100,000 ",2004-05,2005,2004,Atlanta Hawks
NBA,anderky01,"1,093,680 ",2014-15,2015,2014,San Antonio Spurs
NBA,anderky01,"1,142,879 ",2015-16,2016,2015,San Antonio Spurs
NBA,anderky01,"1,192,080 ",2016-17,2017,2016,San Antonio Spurs
NBA,anderky01,"2,151,704 ",2017-18,2018,2017,San Antonio Spurs
NBA,anderni01,"725,000 ",1990-91,1991,1990,Orlando Magic
NBA,anderni01,"750,000 ",1991-92,1992,1991,Orlando Magic
NBA,anderni01,"800,000 ",1992-93,1993,1992,Orlando Magic
