league,player_id,salary,season,season_end,season_start,team
NBA,foyera01,"3,135,000 ",2014-15,2015,2014,Denver Nuggets
NBA,foyera01,"3,270,000 ",2015-16,2016,2015,Oklahoma City Thunder
NBA,foyera01,"2,500,000 ",2016-17,2017,2016,Brooklyn Nets
NBA,foylead01,"1,495,000 ",1997-98,1998,1997,Golden State Warriors
NBA,foylead01,"1,701,000 ",1998-99,1999,1998,Golden State Warriors
NBA,foylead01,"1,922,520 ",1999-00,2000,1999,Golden State Warriors
NBA,foylead01,"3,580,000 ",2000-01,2001,2000,Golden State Warriors
NBA,foylead01,"4,400,000 ",2001-02,2002,2001,Golden State Warriors
NBA,foylead01,"4,400,000 ",2002-03,2003,2002,Golden State Warriors
NBA,foylead01,"4,400,000 ",2003-04,2004,2003,Golden State Warriors
NBA,foylead01,"6,500,000 ",2004-05,2005,2004,Golden State Warriors
NBA,foylead01,"7,312,500 ",2005-06,2006,2005,Golden State Warriors
NBA,foylead01,"8,125,000 ",2006-07,2007,2006,Golden State Warriors
NBA,foylead01,"8,937,500 ",2007-08,2008,2007,Golden State Warriors
NBA,foylead01,"1,219,590 ",2007-08,2008,2007,Orlando Magic
NBA,foylead01,"6,800,000 ",2008-09,2009,2008,Golden State Warriors
NBA,foylead01,"1,262,275 ",2008-09,2009,2008,Memphis Grizzlies
NBA,foylead01,"1,306,455 ",2009-10,2010,2009,Orlando Magic
NBA,frahmri01,"366,931 ",2003-04,2004,2003,Seattle SuperSonics
NBA,frahmri01,"695,046 ",2004-05,2005,2004,Portland Trail Blazers
NBA,frahmri01,"719,373 ",2005-06,2006,2005,Minnesota Timberwolves
NBA,frahmri01,"623,694 ",2007-08,2008,2007,Los Angeles Clippers
NBA,francst01,"3,020,520 ",1999-00,2000,1999,Houston Rockets
NBA,francst01,"3,246,960 ",2000-01,2001,2000,Houston Rockets
NBA,francst01,"3,473,520 ",2001-02,2002,2001,Houston Rockets
NBA,francst01,"4,383,581 ",2002-03,2003,2002,Houston Rockets
NBA,francst01,"10,960,000 ",2003-04,2004,2003,Houston Rockets
NBA,francst01,"12,330,000 ",2004-05,2005,2004,Orlando Magic
NBA,francst01,"13,700,000 ",2005-06,2006,2005,Orlando Magic
NBA,francst01,"15,070,000 ",2006-07,2007,2006,New York Knicks
NBA,francst01,"15,070,000 ",2007-08,2008,2007,Portland Trail Blazers
NBA,francst01,"2,430,000 ",2007-08,2008,2007,Houston Rockets
NBA,francst01,"17,180,000 ",2008-09,2009,2008,Portland Trail Blazers
NBA,francst01,"2,636,550 ",2008-09,2009,2008,Memphis Grizzlies
NBA,frankte01,"353,000 ",1987-88,1988,1987,Golden State Warriors
NBA,frankte01,"303,000 ",1988-89,1989,1988,Golden State Warriors
NBA,frankte01,"200,000 ",1993-94,1994,1993,Minnesota Timberwolves
NBA,frankja01,"163,296 ",2014-15,2015,2014,Memphis Grizzlies
NBA,frankja01,"19,914 ",2014-15,2015,2014,Denver Nuggets
NBA,frankja01,"163,296 ",2015-16,2016,2015,Memphis Grizzlies
NBA,frankja01,"163,296 ",2016-17,2017,2016,Memphis Grizzlies
NBA,frankja01,"163,296 ",2017-18,2018,2017,Memphis Grizzlies
NBA,fraziti01,"59,686 ",2014-15,2015,2014,Philadelphia 76ers
NBA,fraziti01,"50,734 ",2014-15,2015,2014,Portland Trail Blazers
NBA,fraziti01,"845,059 ",2015-16,2016,2015,Portland Trail Blazers
NBA,fraziti01,"144,157 ",2015-16,2016,2015,New Orleans Pelicans
NBA,fraziti01,"2,090,000 ",2016-17,2017,2016,New Orleans Pelicans
NBA,fraziti01,"2,000,000 ",2017-18,2018,2017,Washington Wizards
NBA,fredean01,"100,000 ",1988-89,1989,1988,Indiana Pacers
NBA,fredean01,"30,000 ",1990-91,1991,1990,Sacramento Kings
NBA,fredean01,"130,000 ",1991-92,1992,1991,Charlotte Hornets
NBA,fredeji01,"2,238,360 ",2011-12,2012,2011,Sacramento Kings
NBA,fredeji01,"2,406,240 ",2012-13,2013,2012,Sacramento Kings
NBA,fredeji01,"2,439,840 ",2013-14,2014,2013,Sacramento Kings
NBA,fredeji01,"948,163 ",2014-15,2015,2014,New Orleans Pelicans
NBA,fredeji01,"507,711 ",2015-16,2016,2015,San Antonio Spurs
NBA,fredeji01,"59,731 ",2015-16,2016,2015,New York Knicks
NBA,fredeji01,"54,812 ",2015-16,2016,2015,New Orleans Pelicans
NBA,freewo01,"675,000 ",1984-85,1985,1984,Cleveland Cavaliers
NBA,freewo01,"675,000 ",1985-86,1986,1985,Cleveland Cavaliers
NBA,freewo01,"200,000 ",1987-88,1988,1987,Houston Rockets
NBA,freeljo01,"3,013,512 ",2012-13,2013,2012,Portland Trail Blazers
NBA,freeljo01,"2,897,976 ",2013-14,2014,2013,Portland Trail Blazers
NBA,freeljo01,"3,013,512 ",2014-15,2015,2014,Portland Trail Blazers
NBA,freijma01,"352,388 ",2004-05,2005,2004,New Orleans Hornets
NBA,freijma01,"28,191 ",2004-05,2005,2004,Miami Heat
NBA,freijma01,"145,961 ",2006-07,2007,2006,Atlanta Hawks
NBA,fryech01,"2,162,880 ",2005-06,2006,2005,New York Knicks
NBA,fryech01,"2,325,000 ",2006-07,2007,2006,New York Knicks
NBA,fryech01,"2,487,240 ",2007-08,2008,2007,Portland Trail Blazers
NBA,fryech01,"3,163,769 ",2008-09,2009,2008,Portland Trail Blazers
NBA,fryech01,"2,000,000 ",2009-10,2010,2009,Phoenix Suns
NBA,fryech01,"5,200,000 ",2010-11,2011,2010,Phoenix Suns
NBA,fryech01,"5,600,000 ",2011-12,2012,2011,Phoenix Suns
NBA,fryech01,"6,000,000 ",2012-13,2013,2012,Phoenix Suns
NBA,fryech01,"6,400,000 ",2013-14,2014,2013,Phoenix Suns
NBA,fryech01,"8,175,476 ",2014-15,2015,2014,Orlando Magic
NBA,fryech01,"7,807,579 ",2015-16,2016,2015,Cleveland Cavaliers
NBA,fryech01,"7,806,971 ",2016-17,2017,2016,Cleveland Cavaliers
NBA,fryech01,"7,420,912 ",2017-18,2018,2017,Los Angeles Lakers
NBA,fulleto02,"1,125,000 ",1996-97,1997,1996,Golden State Warriors
NBA,fulleto02,"1,293,240 ",1997-98,1998,1997,Golden State Warriors
NBA,fulleto02,"1,461,000 ",1998-99,1999,1998,Utah Jazz
NBA,fulleto02,"485,000 ",1999-00,2000,1999,Charlotte Hornets
NBA,fulleto02,"611,000 ",2000-01,2001,2000,Miami Heat
NBA,fultzma01,"7,026,240 ",2017-18,2018,2017,Philadelphia 76ers
NBA,fundela01,"2,400,000 ",1999-00,2000,1999,Sacramento Kings
NBA,fundela01,"2,700,000 ",2000-01,2001,2000,Sacramento Kings
NBA,fundela01,"3,025,000 ",2001-02,2002,2001,Sacramento Kings
NBA,fundela01,"3,300,000 ",2002-03,2003,2002,Sacramento Kings
NBA,fundela01,"3,600,000 ",2003-04,2004,2003,Sacramento Kings
NBA,gadzuda01,"349,458 ",2002-03,2003,2002,Milwaukee Bucks
NBA,gadzuda01,"563,679 ",2003-04,2004,2003,Milwaukee Bucks
NBA,gadzuda01,"695,046 ",2004-05,2005,2004,Milwaukee Bucks
NBA,gadzuda01,"4,750,000 ",2005-06,2006,2005,Milwaukee Bucks
NBA,gadzuda01,"5,252,065 ",2006-07,2007,2006,Milwaukee Bucks
NBA,gadzuda01,"5,751,130 ",2007-08,2008,2007,Milwaukee Bucks
NBA,gadzuda01,"6,250,195 ",2008-09,2009,2008,Milwaukee Bucks
NBA,gadzuda01,"6,749,260 ",2009-10,2010,2009,Milwaukee Bucks
NBA,gadzuda01,"7,248,325 ",2010-11,2011,2010,New Jersey Nets
NBA,gaide01,"92,396 ",2005-06,2006,2005,Philadelphia 76ers
NBA,gaineco01,"13,000 ",1992-93,1993,1992,Seattle SuperSonics
NBA,gainere01,"1,353,120 ",2003-04,2004,2003,Orlando Magic
NBA,gainere01,"1,454,640 ",2004-05,2005,2004,Houston Rockets
NBA,gainere01,"1,556,160 ",2005-06,2006,2005,Milwaukee Bucks
NBA,gainesu01,"269,169 ",2009-10,2010,2009,Utah Jazz
NBA,gainesu01,"237,626 ",2010-11,2011,2010,Minnesota Timberwolves
NBA,gainesu01,"89,670 ",2010-11,2011,2010,Toronto Raptors
NBA,gainesu01,"854,389 ",2011-12,2012,2011,New Jersey Nets
NBA,gallida01,"2,873,520 ",2008-09,2009,2008,New York Knicks
NBA,gallida01,"3,089,040 ",2009-10,2010,2009,New York Knicks
NBA,gallida01,"3,304,560 ",2010-11,2011,2010,Denver Nuggets
NBA,gallida01,"4,190,182 ",2011-12,2012,2011,Denver Nuggets
NBA,gallida01,"9,439,000 ",2012-13,2013,2012,Denver Nuggets
NBA,gallida01,"10,146,925 ",2013-14,2014,2013,Denver Nuggets
NBA,gallida01,"10,854,850 ",2014-15,2015,2014,Denver Nuggets
NBA,gallida01,"14,000,000 ",2015-16,2016,2015,Denver Nuggets
NBA,gallida01,"15,050,000 ",2016-17,2017,2016,Denver Nuggets
NBA,gallida01,"20,559,599 ",2017-18,2018,2017,Los Angeles Clippers
NBA,gallola01,"235,762 ",2014-15,2015,2014,New York Knicks
NBA,gallola01,"845,059 ",2015-16,2016,2015,New York Knicks
NBA,gallola01,"5,200,000 ",2016-17,2017,2016,Sacramento Kings
NBA,gallola01,"6,666,667 ",2017-18,2018,2017,Detroit Pistons
NBA,gamblke01,"100,000 ",1988-89,1989,1988,Boston Celtics
NBA,gamblke01,"375,000 ",1990-91,1991,1990,Boston Celtics
NBA,gamblke01,"1,400,000 ",1991-92,1992,1991,Boston Celtics
NBA,gamblke01,"1,200,000 ",1992-93,1993,1992,Boston Celtics
NBA,gamblke01,"1,100,000 ",1993-94,1994,1993,Boston Celtics
NBA,gamblke01,"650,000 ",1994-95,1995,1994,Miami Heat
NBA,gamblke01,"845,000 ",1995-96,1996,1995,Miami Heat
NBA,gamblke01,"1,196,000 ",1996-97,1997,1996,Sacramento Kings
NBA,gamblke01,"1,420,250 ",1997-98,1998,1997,Sacramento Kings
NBA,gamblke01,"1,645,000 ",1998-99,1999,1998,Sacramento Kings
NBA,gamblke01,"1,868,750 ",1999-00,2000,1999,Sacramento Kings
NBA,garbajo01,"3,750,000 ",2006-07,2007,2006,Toronto Raptors
NBA,garbajo01,"4,000,000 ",2007-08,2008,2007,Toronto Raptors
NBA,garbajo01,"4,350,000 ",2008-09,2009,2008,Toronto Raptors
NBA,garceru01,"316,969 ",2000-01,2001,2000,Phoenix Suns
NBA,garcial01,"366,931 ",2003-04,2004,2003,San Antonio Spurs
NBA,garcial01,"620,046 ",2004-05,2005,2004,New Orleans Hornets
NBA,garcifr01,"1,016,400 ",2005-06,2006,2005,Sacramento Kings
NBA,garcifr01,"1,092,600 ",2006-07,2007,2006,Sacramento Kings
NBA,garcifr01,"1,168,800 ",2007-08,2008,2007,Sacramento Kings
NBA,garcifr01,"1,983,454 ",2008-09,2009,2008,Sacramento Kings
NBA,garcifr01,"5,800,000 ",2009-10,2010,2009,Sacramento Kings
NBA,garcifr01,"5,500,000 ",2010-11,2011,2010,Sacramento Kings
NBA,garcifr01,"5,800,000 ",2011-12,2012,2011,Sacramento Kings
NBA,garcifr01,"6,100,000 ",2012-13,2013,2012,Houston Rockets
NBA,garcifr01,"1,265,977 ",2013-14,2014,2013,Houston Rockets
NBA,garcifr01,"1,316,809 ",2014-15,2015,2014,Houston Rockets
NBA,gardnth01,"101,451 ",2007-08,2008,2007,Chicago Bulls
NBA,gardnth01,"711,517 ",2008-09,2009,2008,Atlanta Hawks
NBA,garinpa01,"100,000 ",2016-17,2017,2016,San Antonio Spurs
NBA,garinpa01,"31,969 ",2016-17,2017,2016,Orlando Magic
NBA,garlawi01,"75,000 ",1987-88,1988,1987,Golden State Warriors
NBA,garlawi01,"100,000 ",1988-89,1989,1988,Golden State Warriors
NBA,garlawi01,"450,000 ",1990-91,1991,1990,Los Angeles Clippers
NBA,garlawi01,"450,000 ",1991-92,1992,1991,Denver Nuggets
NBA,garlawi01,"625,000 ",1992-93,1993,1992,Denver Nuggets
NBA,garlawi01,"134,000 ",1992-93,1993,1992,Houston Rockets
NBA,garlawi01,"143,860 ",1994-95,1995,1994,Minnesota Timberwolves
NBA,garnech01,"242,000 ",1997-98,1998,1997,Toronto Raptors
NBA,garnebi02,"269,000 ",1984-85,1985,1984,Indiana Pacers
NBA,garnebi02,"294,000 ",1985-86,1986,1985,Indiana Pacers
NBA,garneke01,"1,622,000 ",1995-96,1996,1995,Minnesota Timberwolves
NBA,garneke01,"1,666,000 ",1996-97,1997,1996,Minnesota Timberwolves
NBA,garneke01,"2,109,120 ",1997-98,1998,1997,Minnesota Timberwolves
NBA,garneke01,"14,000,000 ",1998-99,1999,1998,Minnesota Timberwolves
NBA,garneke01,"16,806,300 ",1999-00,2000,1999,Minnesota Timberwolves
NBA,garneke01,"19,610,000 ",2000-01,2001,2000,Minnesota Timberwolves
NBA,garneke01,"22,400,000 ",2001-02,2002,2001,Minnesota Timberwolves
NBA,garneke01,"25,200,000 ",2002-03,2003,2002,Minnesota Timberwolves
NBA,garneke01,"28,000,000 ",2003-04,2004,2003,Minnesota Timberwolves
NBA,garneke01,"16,000,000 ",2004-05,2005,2004,Minnesota Timberwolves
NBA,garneke01,"18,000,000 ",2005-06,2006,2005,Minnesota Timberwolves
NBA,garneke01,"21,000,000 ",2006-07,2007,2006,Minnesota Timberwolves
NBA,garneke01,"23,750,000 ",2007-08,2008,2007,Boston Celtics
NBA,garneke01,"24,751,934 ",2008-09,2009,2008,Boston Celtics
NBA,garneke01,"16,400,000 ",2009-10,2010,2009,Boston Celtics
NBA,garneke01,"18,800,000 ",2010-11,2011,2010,Boston Celtics
NBA,garneke01,"21,247,044 ",2011-12,2012,2011,Boston Celtics
NBA,garneke01,"11,566,265 ",2012-13,2013,2012,Boston Celtics
NBA,garneke01,"12,443,735 ",2013-14,2014,2013,Brooklyn Nets
NBA,garneke01,"12,000,000 ",2014-15,2015,2014,Minnesota Timberwolves
NBA,garneke01,"8,500,000 ",2015-16,2016,2015,Minnesota Timberwolves
NBA,garneke01,"8,000,000 ",2016-17,2017,2016,Minnesota Timberwolves
NBA,garnema01,"287,500 ",1998-99,1999,1998,Boston Celtics
NBA,garrede01,"100,000 ",1988-89,1989,1988,Phoenix Suns
NBA,garrede01,"247,500 ",1996-97,1997,1996,Minnesota Timberwolves
NBA,garrede01,"1,800,000 ",1997-98,1998,1997,Denver Nuggets
NBA,garrede01,"2,160,000 ",1998-99,1999,1998,Minnesota Timberwolves
NBA,garrede01,"2,520,000 ",1999-00,2000,1999,Minnesota Timberwolves
NBA,garrede01,"2,880,000 ",2000-01,2001,2000,Minnesota Timberwolves
NBA,garrede01,"3,240,000 ",2001-02,2002,2001,Minnesota Timberwolves
NBA,garredi02,"473,604 ",2012-13,2013,2012,Phoenix Suns
NBA,garredi02,"915,243 ",2014-15,2015,2014,Portland Trail Blazers
NBA,garrito01,"100,000 ",1988-89,1989,1988,Los Angeles Clippers
NBA,garrito01,"340,000 ",1990-91,1991,1990,Los Angeles Clippers
NBA,garrito01,"200,000 ",1991-92,1992,1991,Minnesota Timberwolves
NBA,garriki01,"61,147 ",1999-00,2000,1999,Orlando Magic
NBA,garripa01,"740,000 ",1998-99,1999,1998,Phoenix Suns
NBA,garripa01,"952,800 ",1999-00,2000,1999,Orlando Magic
NBA,garripa01,"1,019,280 ",2000-01,2001,2000,Orlando Magic
NBA,garripa01,"1,569,691 ",2001-02,2002,2001,Orlando Magic
NBA,garripa01,"2,350,000 ",2002-03,2003,2002,Orlando Magic
NBA,garripa01,"2,643,750 ",2003-04,2004,2003,Orlando Magic
NBA,garripa01,"2,937,500 ",2004-05,2005,2004,Orlando Magic
NBA,garripa01,"3,231,250 ",2005-06,2006,2005,Orlando Magic
NBA,garripa01,"3,525,000 ",2006-07,2007,2006,Orlando Magic
NBA,garripa01,"3,818,750 ",2007-08,2008,2007,Orlando Magic
NBA,gasolma01,"3,093,333 ",2008-09,2009,2008,Memphis Grizzlies
NBA,gasolma01,"3,240,000 ",2009-10,2010,2009,Memphis Grizzlies
NBA,gasolma01,"3,480,000 ",2010-11,2011,2010,Memphis Grizzlies
NBA,gasolma01,"12,922,194 ",2011-12,2012,2011,Memphis Grizzlies
NBA,gasolma01,"13,891,359 ",2012-13,2013,2012,Memphis Grizzlies
NBA,gasolma01,"14,860,523 ",2013-14,2014,2013,Memphis Grizzlies
NBA,gasolma01,"15,829,688 ",2014-15,2015,2014,Memphis Grizzlies
NBA,gasolma01,"19,700,000 ",2015-16,2016,2015,Memphis Grizzlies
NBA,gasolma01,"21,165,675 ",2016-17,2017,2016,Memphis Grizzlies
NBA,gasolma01,"22,642,350 ",2017-18,2018,2017,Memphis Grizzlies
NBA,gasolpa01,"2,970,840 ",2001-02,2002,2001,Memphis Grizzlies
NBA,gasolpa01,"3,193,680 ",2002-03,2003,2002,Memphis Grizzlies
NBA,gasolpa01,"3,417,000 ",2003-04,2004,2003,Memphis Grizzlies
NBA,gasolpa01,"4,318,481 ",2004-05,2005,2004,Memphis Grizzlies
NBA,gasolpa01,"10,993,000 ",2005-06,2006,2005,Memphis Grizzlies
NBA,gasolpa01,"12,364,000 ",2006-07,2007,2006,Memphis Grizzlies
NBA,gasolpa01,"13,735,000 ",2007-08,2008,2007,Los Angeles Lakers
NBA,gasolpa01,"15,106,000 ",2008-09,2009,2008,Los Angeles Lakers
NBA,gasolpa01,"16,452,000 ",2009-10,2010,2009,Los Angeles Lakers
NBA,gasolpa01,"17,823,000 ",2010-11,2011,2010,Los Angeles Lakers
NBA,gasolpa01,"18,714,150 ",2011-12,2012,2011,Los Angeles Lakers
NBA,gasolpa01,"19,000,000 ",2012-13,2013,2012,Los Angeles Lakers
NBA,gasolpa01,"19,285,850 ",2013-14,2014,2013,Los Angeles Lakers
NBA,gasolpa01,"7,128,000 ",2014-15,2015,2014,Chicago Bulls
NBA,gasolpa01,"7,448,760 ",2015-16,2016,2015,Chicago Bulls
NBA,gasolpa01,"15,500,000 ",2016-17,2017,2016,San Antonio Spurs
NBA,gasolpa01,"16,000,000 ",2017-18,2018,2017,San Antonio Spurs
NBA,gatlich01,"700,000 ",1991-92,1992,1991,Golden State Warriors
NBA,gatlich01,"910,000 ",1992-93,1993,1992,Golden State Warriors
NBA,gatlich01,"1,120,000 ",1993-94,1994,1993,Golden State Warriors
NBA,gatlich01,"1,330,000 ",1994-95,1995,1994,Golden State Warriors
NBA,gatlich01,"1,540,000 ",1995-96,1996,1995,Golden State Warriors
NBA,gatlich01,"3,047,000 ",1996-97,1997,1996,Dallas Mavericks
NBA,gatlich01,"3,656,400 ",1997-98,1998,1997,New Jersey Nets
NBA,gatlich01,"4,266,000 ",1998-99,1999,1998,Milwaukee Bucks
NBA,gatlich01,"4,875,200 ",1999-00,2000,1999,Denver Nuggets
NBA,gatlich01,"5,550,000 ",2000-01,2001,2000,Cleveland Cavaliers
NBA,gatlich01,"2,504,227 ",2001-02,2002,2001,Miami Heat
NBA,gattike01,"110,000 ",1987-88,1988,1987,Phoenix Suns
NBA,gattike01,"355,000 ",1990-91,1991,1990,Charlotte Hornets
NBA,gattike01,"456,000 ",1991-92,1992,1991,Charlotte Hornets
NBA,gattike01,"598,000 ",1992-93,1993,1992,Charlotte Hornets
NBA,gattike01,"1,250,000 ",1993-94,1994,1993,Charlotte Hornets
NBA,gattike01,"1,250,000 ",1994-95,1995,1994,Charlotte Hornets
NBA,gattike01,"1,450,000 ",1995-96,1996,1995,Vancouver Grizzlies
NBA,gattike01,"1,450,000 ",1996-97,1997,1996,Utah Jazz
NBA,gayru01,"2,242,290 ",2006-07,2007,2006,Memphis Grizzlies
NBA,gayru01,"2,411,160 ",2007-08,2008,2007,Memphis Grizzlies
NBA,gayru01,"2,579,400 ",2008-09,2009,2008,Memphis Grizzlies
NBA,gayru01,"3,280,997 ",2009-10,2010,2009,Memphis Grizzlies
NBA,gayru01,"13,603,750 ",2010-11,2011,2010,Memphis Grizzlies
NBA,gayru01,"15,032,144 ",2011-12,2012,2011,Memphis Grizzlies
NBA,gayru01,"16,460,538 ",2012-13,2013,2012,Toronto Raptors
NBA,gayru01,"17,888,931 ",2013-14,2014,2013,Sacramento Kings
NBA,gayru01,"19,317,325 ",2014-15,2015,2014,Sacramento Kings
NBA,gayru01,"12,403,101 ",2015-16,2016,2015,Sacramento Kings
NBA,gayru01,"13,333,333 ",2016-17,2017,2016,Sacramento Kings
NBA,gayru01,"8,406,000 ",2017-18,2018,2017,San Antonio Spurs
NBA,gazean01,"350,000 ",1998-99,1999,1998,San Antonio Spurs
NBA,gazean01,"460,000 ",1999-00,2000,1999,San Antonio Spurs
NBA,gbinimi01,"650,000 ",2016-17,2017,2016,Detroit Pistons
NBA,gbinimi01,"500,000 ",2017-18,2018,2017,Detroit Pistons
NBA,gearyre01,"220,000 ",1996-97,1997,1996,Cleveland Cavaliers
NBA,gearyre01,"272,250 ",1997-98,1998,1997,San Antonio Spurs
NBA,geeal01,"479,735 ",2010-11,2011,2010,Cleveland Cavaliers
NBA,geeal01,"125,538 ",2010-11,2011,2010,Washington Wizards
NBA,geeal01,"76,219 ",2010-11,2011,2010,San Antonio Spurs
NBA,geeal01,"854,389 ",2011-12,2012,2011,Cleveland Cavaliers
NBA,geeal01,"3,500,000 ",2012-13,2013,2012,Cleveland Cavaliers
NBA,geeal01,"3,250,000 ",2013-14,2014,2013,Cleveland Cavaliers
NBA,geeal01,"1,063,384 ",2014-15,2015,2014,Portland Trail Blazers
NBA,geeal01,"1,375,000 ",2015-16,2016,2015,New Orleans Pelicans
NBA,geeal01,"1,400,000 ",2016-17,2017,2016,New Orleans Pelicans
NBA,geeal01,"495,227 ",2016-17,2017,2016,Denver Nuggets
NBA,geigema01,"140,000 ",1992-93,1993,1992,Miami Heat
NBA,geigema01,"250,000 ",1993-94,1994,1993,Miami Heat
NBA,geigema01,"1,402,000 ",1994-95,1995,1994,Miami Heat
NBA,geigema01,"1,532,000 ",1995-96,1996,1995,Charlotte Hornets
NBA,geigema01,"1,562,000 ",1996-97,1997,1996,Charlotte Hornets
NBA,geigema01,"1,402,000 ",1997-98,1998,1997,Charlotte Hornets
NBA,geigema01,"6,800,000 ",1998-99,1999,1998,Philadelphia 76ers
NBA,geigema01,"6,889,520 ",1999-00,2000,1999,Philadelphia 76ers
NBA,geigema01,"7,515,840 ",2000-01,2001,2000,Philadelphia 76ers
NBA,geigema01,"8,142,160 ",2001-02,2002,2001,Philadelphia 76ers
NBA,geigema01,"8,768,480 ",2002-03,2003,2002,Philadelphia 76ers
NBA,gelabmi01,"802,000 ",2006-07,2007,2006,Seattle SuperSonics
NBA,gelabmi01,"802,000 ",2007-08,2008,2007,Seattle SuperSonics
NBA,gelabmi01,"447,298 ",2012-13,2013,2012,Minnesota Timberwolves
NBA,georgde01,"790,440 ",1999-00,2000,1999,Los Angeles Lakers
NBA,georgde01,"849,720 ",2000-01,2001,2000,Los Angeles Lakers
NBA,georgde01,"834,250 ",2001-02,2002,2001,Los Angeles Lakers
NBA,georgde01,"4,546,000 ",2002-03,2003,2002,Los Angeles Lakers
NBA,georgde01,"4,546,000 ",2003-04,2004,2003,Los Angeles Lakers
NBA,georgde01,"4,546,000 ",2004-05,2005,2004,Los Angeles Lakers
NBA,georgde01,"5,000,600 ",2005-06,2006,2005,Los Angeles Lakers
NBA,georgde01,"1,974,259 ",2006-07,2007,2006,Dallas Mavericks
NBA,georgde01,"2,369,111 ",2007-08,2008,2007,Dallas Mavericks
NBA,georgde01,"1,600,000 ",2008-09,2009,2008,Dallas Mavericks
NBA,georgde01,"1,600,000 ",2009-10,2010,2009,Golden State Warriors
NBA,georgpa01,"2,238,360 ",2010-11,2011,2010,Indiana Pacers
NBA,georgpa01,"2,406,240 ",2011-12,2012,2011,Indiana Pacers
NBA,georgpa01,"2,574,120 ",2012-13,2013,2012,Indiana Pacers
NBA,georgpa01,"3,282,003 ",2013-14,2014,2013,Indiana Pacers
NBA,georgpa01,"15,925,680 ",2014-15,2015,2014,Indiana Pacers
NBA,georgpa01,"17,120,106 ",2015-16,2016,2015,Indiana Pacers
NBA,georgpa01,"18,314,532 ",2016-17,2017,2016,Indiana Pacers
NBA,georgpa01,"19,508,958 ",2017-18,2018,2017,Oklahoma City Thunder
NBA,georgta01,"410,000 ",1990-91,1991,1990,New Jersey Nets
NBA,georgta01,"481,000 ",1991-92,1992,1991,New Jersey Nets
NBA,georgta01,"551,000 ",1992-93,1993,1992,New Jersey Nets
NBA,georgta01,"626,000 ",1993-94,1994,1993,New Jersey Nets
NBA,georgta01,"5,260 ",1994-95,1995,1994,Philadelphia 76ers
NBA,georgma01,"31,969 ",2016-17,2017,2016,Miami Heat
NBA,georgma01,"31,969 ",2016-17,2017,2016,Orlando Magic
NBA,georgma01,"25,000 ",2016-17,2017,2016,Boston Celtics
NBA,georgma01,"1,312,611 ",2017-18,2018,2017,Minnesota Timberwolves
NBA,gervide01,"155,000 ",1990-91,1991,1990,New Jersey Nets
NBA,gervige01,"831,000 ",1984-85,1985,1984,San Antonio Spurs
NBA,gervige01,"806,000 ",1985-86,1986,1985,Chicago Bulls
NBA,gibsoda01,"412,718 ",2006-07,2007,2006,Cleveland Cavaliers
NBA,gibsoda01,"687,456 ",2007-08,2008,2007,Cleveland Cavaliers
NBA,gibsoda01,"3,700,000 ",2008-09,2009,2008,Cleveland Cavaliers
NBA,gibsoda01,"4,088,500 ",2009-10,2010,2009,Cleveland Cavaliers
NBA,gibsoda01,"4,015,334 ",2010-11,2011,2010,Cleveland Cavaliers
NBA,gibsoda01,"4,403,834 ",2011-12,2012,2011,Cleveland Cavaliers
NBA,gibsoda01,"4,792,332 ",2012-13,2013,2012,Cleveland Cavaliers
NBA,gibsojo01,"680,937 ",2016-17,2017,2016,Dallas Mavericks
NBA,gibsojo01,"44,495 ",2017-18,2018,2017,Boston Celtics
NBA,gibsomi01,"80,000 ",1985-86,1986,1985,Detroit Pistons
NBA,gibsota01,"1,039,800 ",2009-10,2010,2009,Chicago Bulls
NBA,gibsota01,"1,117,680 ",2010-11,2011,2010,Chicago Bulls
NBA,gibsota01,"1,195,680 ",2011-12,2012,2011,Chicago Bulls
NBA,gibsota01,"2,155,811 ",2012-13,2013,2012,Chicago Bulls
NBA,gibsota01,"7,550,000 ",2013-14,2014,2013,Chicago Bulls
NBA,gibsota01,"8,000,000 ",2014-15,2015,2014,Chicago Bulls
NBA,gibsota01,"8,500,000 ",2015-16,2016,2015,Chicago Bulls
NBA,gibsota01,"8,950,000 ",2016-17,2017,2016,Oklahoma City Thunder
NBA,gibsota01,"14,000,000 ",2017-18,2018,2017,Minnesota Timberwolves
NBA,giddejr01,"957,120 ",2008-09,2009,2008,Boston Celtics
NBA,giddejr01,"1,028,880 ",2009-10,2010,2009,New York Knicks
NBA,gildetr01,"26,917 ",2009-10,2010,2009,Memphis Grizzlies
NBA,gilesha01,"1,859,400 ",2017-18,2018,2017,Sacramento Kings
NBA,gilled01,"720,046 ",2004-05,2005,2004,Indiana Pacers
NBA,gilled01,"819,551 ",2005-06,2006,2005,Indiana Pacers
NBA,gilled01,"151,089 ",2007-08,2008,2007,New Jersey Nets
NBA,gilled01,"387,613 ",2008-09,2009,2008,Milwaukee Bucks
NBA,gillke01,"1,500,000 ",1990-91,1991,1990,Charlotte Hornets
NBA,gillke01,"1,908,000 ",1991-92,1992,1991,Charlotte Hornets
NBA,gillke01,"1,908,000 ",1992-93,1993,1992,Charlotte Hornets
NBA,gillke01,"2,000,000 ",1993-94,1994,1993,Seattle SuperSonics
NBA,gillke01,"2,600,000 ",1994-95,1995,1994,Seattle SuperSonics
NBA,gillke01,"3,200,000 ",1995-96,1996,1995,Charlotte Hornets
