player_id,salary_mm,year,team_name,team_id
dragigo01,14.78,2015,Miami Heat,MIA
dragigo01,15.89,2016,Miami Heat,MIA
dragigo01,17,2017,Miami Heat,MIA
dragizo01,1.96,2014,Miami Heat,MIA
dragizo01,2.05,2015,Boston Celtics,BOS
drewla02,0.06,2014,Philadelphia 76ers,PHI
drewla02,0.15,2017,New Orleans Pelicans,NOP
drewla02,0.07,2017,Philadelphia 76ers,PHI
drumman01,2.36,2012,Detroit Pistons,DET
drumman01,2.46,2013,Detroit Pistons,DET
drumman01,2.57,2014,Detroit Pistons,DET
drumman01,3.27,2015,Detroit Pistons,DET
drumman01,22.12,2016,Detroit Pistons,DET
drumman01,23.78,2017,Detroit Pistons,DET
dudleja01,1.31,2009,Phoenix Suns,PHX
dudleja01,2.15,2010,Phoenix Suns,PHX
dudleja01,4.25,2011,Phoenix Suns,PHX
dudleja01,4.25,2012,Phoenix Suns,PHX
dudleja01,4.25,2013,Los Angeles Clippers,LAC
dudleja01,4.25,2014,Milwaukee Bucks,MIL
dudleja01,4.25,2015,Washington Wizards,WAS
dudleja01,10.47,2016,Phoenix Suns,PHX
dudleja01,10,2017,Phoenix Suns,PHX
duhonch01,6.03,2009,New York Knicks,NYK
duhonch01,3.5,2010,Orlando Magic,ORL
duhonch01,3.5,2011,Orlando Magic,ORL
duhonch01,3.5,2012,Los Angeles Lakers,LAL
duhonch01,1.5,2013,Los Angeles Lakers,LAL
dukandu01,0.53,2015,Sacramento Kings,SAC
duncati01,22.18,2009,San Antonio Spurs,SAN
duncati01,18.7,2010,San Antonio Spurs,SAN
duncati01,21.16,2011,San Antonio Spurs,SAN
duncati01,9.64,2012,San Antonio Spurs,SAN
duncati01,10.36,2013,San Antonio Spurs,SAN
duncati01,10,2014,San Antonio Spurs,SAN
duncati01,5,2015,San Antonio Spurs,SAN
duncati01,1.88,2016,San Antonio Spurs,SAN
duncati01,1.88,2017,San Antonio Spurs,SAN
dunlemi02,9.78,2009,Indiana Pacers,IND
dunlemi02,10.56,2010,Indiana Pacers,IND
dunlemi02,3.75,2011,Milwaukee Bucks,MIL
dunlemi02,3.75,2012,Milwaukee Bucks,MIL
dunlemi02,3.18,2013,Chicago Bulls,CHI
dunlemi02,3.33,2014,Chicago Bulls,CHI
dunlemi02,4.5,2015,Chicago Bulls,CHI
dunlemi02,4.84,2016,Atlanta Hawks,ATL
dunlemi02,1.66,2017,Atlanta Hawks,ATL
dunnkr01,3.87,2016,Minnesota Timberwolves,MIN
dunnkr01,4.05,2017,Chicago Bulls,CHI
duprero01,0.06,2010,Toronto Raptors,TOR
duranke01,4.8,2009,Oklahoma City Thunder,OKC
duranke01,6.05,2010,Oklahoma City Thunder,OKC
duranke01,15.51,2011,Oklahoma City Thunder,OKC
duranke01,16.67,2012,Oklahoma City Thunder,OKC
duranke01,17.83,2013,Oklahoma City Thunder,OKC
duranke01,19,2014,Oklahoma City Thunder,OKC
duranke01,20.16,2015,Oklahoma City Thunder,OKC
duranke01,26.54,2016,Golden State Warriors,GSW
duranke01,25,2017,Golden State Warriors,GSW
earlycl01,0.51,2014,New York Knicks,NYK
earlycl01,0.85,2015,New York Knicks,NYK
ebankde01,0.47,2010,Los Angeles Lakers,LAL
ebankde01,0.76,2011,Los Angeles Lakers,LAL
ebankde01,1.05,2012,Los Angeles Lakers,LAL
eddieja01,0.03,2014,Atlanta Hawks,ATL
eddieja01,0.56,2015,Washington Wizards,WAS
eddieja01,0.18,2016,Washington Wizards,WAS
eddieja01,0.1,2016,Phoenix Suns,PHX
eddieja01,0.1,2017,Chicago Bulls,CHI
eddieja01,0.08,2017,Boston Celtics,BOS
ellenhe01,1.7,2016,Detroit Pistons,DET
ellenhe01,1.78,2017,Detroit Pistons,DET
ellinwa01,1,2009,Minnesota Timberwolves,MIN
ellinwa01,1.08,2010,Minnesota Timberwolves,MIN
ellinwa01,1.15,2011,Minnesota Timberwolves,MIN
ellinwa01,2.08,2012,Cleveland Cavaliers,CLE
ellinwa01,2.65,2013,Dallas Mavericks,DAL
ellinwa01,1.06,2014,Los Angeles Lakers,LAL
ellinwa01,0.92,2014,Sacramento Kings,SAC
ellinwa01,1.5,2015,Brooklyn Nets,BKN
ellinwa01,0.92,2015,Sacramento Kings,SAC
ellinwa01,6,2016,Miami Heat,MIA
ellinwa01,0.92,2016,Sacramento Kings,SAC
ellinwa01,6.27,2017,Miami Heat,MIA
ellismo01,11,2009,Golden State Warriors,GSW
ellismo01,11,2010,Golden State Warriors,GSW
ellismo01,11,2011,Golden State Warriors,GSW
ellismo01,11,2012,Milwaukee Bucks,MIL
ellismo01,8,2013,Dallas Mavericks,DAL
ellismo01,8.36,2014,Dallas Mavericks,DAL
ellismo01,10.3,2015,Indiana Pacers,IND
ellismo01,10.77,2016,Indiana Pacers,IND
ellismo01,2.25,2017,Indiana Pacers,IND
elsonfr01,1.7,2009,Philadelphia 76ers,PHI
elsonfr01,1.15,2010,Utah Jazz,UTA
elsonfr01,0.31,2011,Philadelphia 76ers,PHI
elyme01,1.22,2010,Denver Nuggets,DEN
embiijo01,4.43,2014,Philadelphia 76ers,PHI
embiijo01,4.63,2015,Philadelphia 76ers,PHI
embiijo01,4.83,2016,Philadelphia 76ers,PHI
embiijo01,6.1,2017,Philadelphia 76ers,PHI
emmetan01,0.06,2011,Brooklyn Nets,BKN
engliki01,0.47,2012,Detroit Pistons,DET
ennisja01,0.51,2014,Miami Heat,MIA
ennisja01,0.85,2015,Memphis Grizzlies,MEM
ennisja01,0.07,2015,New Orleans Pelicans,NOP
ennisja01,2.9,2016,Memphis Grizzlies,MEM
ennisja01,3.03,2017,Detroit Pistons,DET
ennisty01,1.59,2014,Milwaukee Bucks,MIL
ennisty01,1.66,2015,Milwaukee Bucks,MIL
ennisty01,1.73,2016,Los Angeles Lakers,LAL
ennisty01,1.52,2017,Los Angeles Lakers,LAL
erdense01,0.47,2010,Cleveland Cavaliers,CLE
erdense01,0.76,2011,Cleveland Cavaliers,CLE
evansja01,0.82,2017,Los Angeles Clippers,LAC
evansje01,0.47,2010,Utah Jazz,UTA
evansje01,0.76,2011,Utah Jazz,UTA
evansje01,1.79,2012,Utah Jazz,UTA
evansje01,1.66,2013,Utah Jazz,UTA
evansje01,1.79,2014,Utah Jazz,UTA
evansje01,1.1,2015,Dallas Mavericks,DAL
evansje01,1.23,2016,Indiana Pacers,IND
evansje01,0.13,2017,Atlanta Hawks,ATL
evansma01,2.5,2009,Atlanta Hawks,ATL
evansma01,2.5,2010,Washington Wizards,WAS
evansma01,1.22,2011,Washington Wizards,WAS
evansre01,4.96,2009,Toronto Raptors,TOR
evansre01,5.08,2010,Toronto Raptors,TOR
evansre01,1.23,2011,Los Angeles Clippers,LAC
evansre01,1.62,2012,Brooklyn Nets,BKN
evansre01,1.7,2013,Brooklyn Nets,BKN
evansre01,1.77,2014,Sacramento Kings,SAC
evansty01,3.61,2009,Sacramento Kings,SAC
evansty01,3.88,2010,Sacramento Kings,SAC
evansty01,4.15,2011,Sacramento Kings,SAC
evansty01,5.25,2012,Sacramento Kings,SAC
evansty01,10.3,2013,New Orleans Pelicans,NOP
evansty01,10.76,2014,New Orleans Pelicans,NOP
evansty01,11.23,2015,New Orleans Pelicans,NOP
evansty01,10.66,2016,Sacramento Kings,SAC
evansty01,3.29,2017,Memphis Grizzlies,MEM
exumda01,3.62,2014,Utah Jazz,UTA
exumda01,3.78,2015,Utah Jazz,UTA
exumda01,3.94,2016,Utah Jazz,UTA
exumda01,4.99,2017,Utah Jazz,UTA
eyengch01,1.02,2010,Cleveland Cavaliers,CLE
eyengch01,1.1,2011,Cleveland Cavaliers,CLE
eyengch01,1.17,2012,Orlando Magic,ORL
ezelife01,1.02,2012,Golden State Warriors,GSW
ezelife01,1.07,2013,Golden State Warriors,GSW
ezelife01,1.11,2014,Golden State Warriors,GSW
ezelife01,2.01,2015,Golden State Warriors,GSW
ezelife01,7.4,2016,Portland Trail Blazers,POR
ezelife01,0.33,2017,Portland Trail Blazers,POR
farieke01,1.25,2011,Denver Nuggets,DEN
farieke01,1.35,2012,Denver Nuggets,DEN
farieke01,1.37,2013,Denver Nuggets,DEN
farieke01,2.25,2014,Denver Nuggets,DEN
farieke01,11.24,2015,Denver Nuggets,DEN
farieke01,12.08,2016,Denver Nuggets,DEN
farieke01,12.92,2017,Denver Nuggets,DEN
farmajo01,1.95,2009,Los Angeles Lakers,LAL
farmajo01,3.75,2010,Brooklyn Nets,BKN
farmajo01,4,2011,Brooklyn Nets,BKN
farmajo01,1.5,2012,Atlanta Hawks,ATL
farmajo01,1.11,2013,Los Angeles Lakers,LAL
farmajo01,2.08,2014,Los Angeles Clippers,LAC
farmajo01,0.19,2015,Memphis Grizzlies,MEM
farmajo01,0.51,2016,Los Angeles Clippers,LAC
farmajo01,0.08,2016,Sacramento Kings,SAC
farmajo01,0.51,2017,Los Angeles Clippers,LAC
favervi01,2.09,2014,Boston Celtics,BOS
favorde01,4.13,2010,Utah Jazz,UTA
favorde01,4.44,2011,Utah Jazz,UTA
favorde01,4.75,2012,Utah Jazz,UTA
favorde01,6.01,2013,Utah Jazz,UTA
favorde01,12.83,2014,Utah Jazz,UTA
favorde01,11.93,2015,Utah Jazz,UTA
favorde01,11.05,2016,Utah Jazz,UTA
favorde01,12,2017,Utah Jazz,UTA
feliccr01,0.53,2015,Chicago Bulls,CHI
feliccr01,0.87,2016,Chicago Bulls,CHI
feliccr01,7.84,2017,Chicago Bulls,CHI
felixca01,0.82,2014,Utah Jazz,UTA
felixca01,0.14,2017,Washington Wizards,WAS
feltora01,5.5,2009,Charlotte Hornets,CHA
feltora01,7.5,2010,Denver Nuggets,DEN
feltora01,7.56,2011,Portland Trail Blazers,POR
feltora01,3.48,2012,New York Knicks,NYK
feltora01,3.64,2013,New York Knicks,NYK
feltora01,3.79,2014,Dallas Mavericks,DAL
feltora01,3.95,2015,Dallas Mavericks,DAL
feltora01,1.55,2016,Los Angeles Clippers,LAC
feltora01,1.47,2017,Oklahoma City Thunder,OKC
fergute01,1.79,2017,Oklahoma City Thunder,OKC
fernaru01,1.17,2009,Portland Trail Blazers,POR
fernaru01,1.25,2010,Portland Trail Blazers,POR
fernaru01,2.18,2011,Denver Nuggets,DEN
ferreyo01,0.24,2016,Dallas Mavericks,DAL
ferreyo01,0.2,2016,Brooklyn Nets,BKN
ferreyo01,1.31,2017,Dallas Mavericks,DAL
fesenky01,0.87,2009,Utah Jazz,UTA
fesenky01,1.09,2010,Utah Jazz,UTA
fieldla01,0.47,2010,New York Knicks,NYK
fieldla01,0.76,2011,New York Knicks,NYK
fieldla01,6.25,2012,Toronto Raptors,TOR
fieldla01,6.25,2013,Toronto Raptors,TOR
fieldla01,6.25,2014,Toronto Raptors,TOR
finlemi01,2.5,2009,San Antonio Spurs,SAN
finnedo01,0.54,2016,Dallas Mavericks,DAL
finnedo01,1.31,2017,Dallas Mavericks,DAL
fishede01,5.05,2009,Los Angeles Lakers,LAL
fishede01,3.7,2010,Los Angeles Lakers,LAL
fishede01,3.4,2011,Los Angeles Lakers,LAL
fishede01,0.41,2012,Oklahoma City Thunder,OKC
fishede01,0.18,2012,Dallas Mavericks,DAL
fishede01,1.4,2013,Oklahoma City Thunder,OKC
flynnjo01,2.97,2009,Minnesota Timberwolves,MIN
flynnjo01,3.19,2010,Minnesota Timberwolves,MIN
flynnjo01,3.41,2011,Houston Rockets,HOU
footeje01,0.23,2011,New Orleans Hornets,NOP
forbebr01,0.54,2016,San Antonio Spurs,SAN
forbebr01,1.31,2017,San Antonio Spurs,SAN
forbega01,0.47,2010,Denver Nuggets,DEN
forbega01,1.5,2011,Toronto Raptors,TOR
forbega01,1.5,2012,Houston Rockets,HOU
fordtj01,8.5,2009,Indiana Pacers,IND
fordtj01,8.5,2010,Indiana Pacers,IND
fordtj01,1.15,2011,San Antonio Spurs,SAN
fortsco01,0.04,2011,Los Angeles Clippers,LAC
fosteje01,6.08,2009,Indiana Pacers,IND
fosteje01,6.66,2010,Indiana Pacers,IND
fosteje01,3,2011,Indiana Pacers,IND
fournev01,1.36,2012,Denver Nuggets,DEN
fournev01,1.42,2013,Denver Nuggets,DEN
fournev01,1.48,2014,Orlando Magic,ORL
fournev01,2.29,2015,Orlando Magic,ORL
fournev01,17,2016,Orlando Magic,ORL
fournev01,17,2017,Orlando Magic,ORL
foxde01,4.61,2017,Sacramento Kings,SAC
foyera01,3.58,2009,Washington Wizards,WAS
foyera01,4.25,2010,Los Angeles Clippers,LAC
foyera01,4.25,2011,Los Angeles Clippers,LAC
foyera01,2.5,2012,Utah Jazz,UTA
foyera01,3,2013,Denver Nuggets,DEN
foyera01,3.14,2014,Denver Nuggets,DEN
foyera01,3.27,2015,Oklahoma City Thunder,OKC
foyera01,2.5,2016,Brooklyn Nets,BKN
foylead01,1.31,2009,Orlando Magic,ORL
frankja01,0.16,2014,Memphis Grizzlies,MEM
frankja01,0.02,2014,Denver Nuggets,DEN
frankja01,0.16,2015,Memphis Grizzlies,MEM
frankja01,0.16,2016,Memphis Grizzlies,MEM
frankja01,0.16,2017,Memphis Grizzlies,MEM
fraziti01,0.06,2014,Philadelphia 76ers,PHI
fraziti01,0.05,2014,Portland Trail Blazers,POR
fraziti01,0.85,2015,Portland Trail Blazers,POR
fraziti01,0.14,2015,New Orleans Pelicans,NOP
fraziti01,2.09,2016,New Orleans Pelicans,NOP
fraziti01,2,2017,Washington Wizards,WAS
fredeji01,2.24,2011,Sacramento Kings,SAC
fredeji01,2.41,2012,Sacramento Kings,SAC
fredeji01,2.44,2013,Sacramento Kings,SAC
fredeji01,0.95,2014,New Orleans Pelicans,NOP
fredeji01,0.51,2015,San Antonio Spurs,SAN
fredeji01,0.06,2015,New York Knicks,NYK
fredeji01,0.05,2015,New Orleans Pelicans,NOP
freeljo01,3.01,2012,Portland Trail Blazers,POR
freeljo01,2.9,2013,Portland Trail Blazers,POR
freeljo01,3.01,2014,Portland Trail Blazers,POR
fryech01,2,2009,Phoenix Suns,PHX
fryech01,5.2,2010,Phoenix Suns,PHX
fryech01,5.6,2011,Phoenix Suns,PHX
fryech01,6,2012,Phoenix Suns,PHX
fryech01,6.4,2013,Phoenix Suns,PHX
fryech01,8.18,2014,Orlando Magic,ORL
fryech01,7.81,2015,Cleveland Cavaliers,CLE
fryech01,7.81,2016,Cleveland Cavaliers,CLE
fryech01,7.42,2017,Los Angeles Lakers,LAL
fultzma01,7.03,2017,Philadelphia 76ers,PHI
gadzuda01,6.75,2009,Milwaukee Bucks,MIL
gadzuda01,7.25,2010,Brooklyn Nets,BKN
gainesu01,0.27,2009,Utah Jazz,UTA
gainesu01,0.24,2010,Minnesota Timberwolves,MIN
gainesu01,0.09,2010,Toronto Raptors,TOR
gainesu01,0.85,2011,Brooklyn Nets,BKN
gallida01,3.09,2009,New York Knicks,NYK
gallida01,3.3,2010,Denver Nuggets,DEN
gallida01,4.19,2011,Denver Nuggets,DEN
gallida01,9.44,2012,Denver Nuggets,DEN
gallida01,10.15,2013,Denver Nuggets,DEN
gallida01,10.85,2014,Denver Nuggets,DEN
gallida01,14,2015,Denver Nuggets,DEN
gallida01,15.05,2016,Denver Nuggets,DEN
gallida01,20.56,2017,Los Angeles Clippers,LAC
gallola01,0.24,2014,New York Knicks,NYK
gallola01,0.85,2015,New York Knicks,NYK
gallola01,5.2,2016,Sacramento Kings,SAC
gallola01,6.67,2017,Detroit Pistons,DET
garcifr01,5.8,2009,Sacramento Kings,SAC
garcifr01,5.5,2010,Sacramento Kings,SAC
garcifr01,5.8,2011,Sacramento Kings,SAC
garcifr01,6.1,2012,Houston Rockets,HOU
garcifr01,1.27,2013,Houston Rockets,HOU
garcifr01,1.32,2014,Houston Rockets,HOU
garinpa01,0.1,2016,San Antonio Spurs,SAN
garinpa01,0.03,2016,Orlando Magic,ORL
garneke01,16.4,2009,Boston Celtics,BOS
garneke01,18.8,2010,Boston Celtics,BOS
garneke01,21.25,2011,Boston Celtics,BOS
garneke01,11.57,2012,Boston Celtics,BOS
garneke01,12.44,2013,Brooklyn Nets,BKN
garneke01,12,2014,Minnesota Timberwolves,MIN
garneke01,8.5,2015,Minnesota Timberwolves,MIN
garneke01,8,2016,Minnesota Timberwolves,MIN
garredi02,0.47,2012,Phoenix Suns,PHX
garredi02,0.92,2014,Portland Trail Blazers,POR
gasolma01,3.24,2009,Memphis Grizzlies,MEM
gasolma01,3.48,2010,Memphis Grizzlies,MEM
gasolma01,12.92,2011,Memphis Grizzlies,MEM
gasolma01,13.89,2012,Memphis Grizzlies,MEM
gasolma01,14.86,2013,Memphis Grizzlies,MEM
gasolma01,15.83,2014,Memphis Grizzlies,MEM
gasolma01,19.7,2015,Memphis Grizzlies,MEM
gasolma01,21.17,2016,Memphis Grizzlies,MEM
gasolma01,22.64,2017,Memphis Grizzlies,MEM
gasolpa01,16.45,2009,Los Angeles Lakers,LAL
gasolpa01,17.82,2010,Los Angeles Lakers,LAL
gasolpa01,18.71,2011,Los Angeles Lakers,LAL
gasolpa01,19,2012,Los Angeles Lakers,LAL
gasolpa01,19.29,2013,Los Angeles Lakers,LAL
gasolpa01,7.13,2014,Chicago Bulls,CHI
gasolpa01,7.45,2015,Chicago Bulls,CHI
gasolpa01,15.5,2016,San Antonio Spurs,SAN
gasolpa01,16,2017,San Antonio Spurs,SAN
gayru01,3.28,2009,Memphis Grizzlies,MEM
gayru01,13.6,2010,Memphis Grizzlies,MEM
gayru01,15.03,2011,Memphis Grizzlies,MEM
gayru01,16.46,2012,Toronto Raptors,TOR
gayru01,17.89,2013,Sacramento Kings,SAC
gayru01,19.32,2014,Sacramento Kings,SAC
gayru01,12.4,2015,Sacramento Kings,SAC
gayru01,13.33,2016,Sacramento Kings,SAC
gayru01,8.41,2017,San Antonio Spurs,SAN
gbinimi01,0.65,2016,Detroit Pistons,DET
gbinimi01,0.5,2017,Detroit Pistons,DET
geeal01,0.48,2010,Cleveland Cavaliers,CLE
geeal01,0.13,2010,Washington Wizards,WAS
geeal01,0.08,2010,San Antonio Spurs,SAN
geeal01,0.85,2011,Cleveland Cavaliers,CLE
geeal01,3.5,2012,Cleveland Cavaliers,CLE
geeal01,3.25,2013,Cleveland Cavaliers,CLE
geeal01,1.06,2014,Portland Trail Blazers,POR
geeal01,1.38,2015,New Orleans Pelicans,NOP
geeal01,1.4,2016,New Orleans Pelicans,NOP
geeal01,0.5,2016,Denver Nuggets,DEN
gelabmi01,0.45,2012,Minnesota Timberwolves,MIN
georgde01,1.6,2009,Golden State Warriors,GSW
georgpa01,2.24,2010,Indiana Pacers,IND
georgpa01,2.41,2011,Indiana Pacers,IND
georgpa01,2.57,2012,Indiana Pacers,IND
georgpa01,3.28,2013,Indiana Pacers,IND
georgpa01,15.93,2014,Indiana Pacers,IND
georgpa01,17.12,2015,Indiana Pacers,IND
georgpa01,18.31,2016,Indiana Pacers,IND
georgpa01,19.51,2017,Oklahoma City Thunder,OKC
georgma01,0.03,2016,Miami Heat,MIA
georgma01,0.03,2016,Orlando Magic,ORL
georgma01,0.03,2016,Boston Celtics,BOS
georgma01,1.31,2017,Minnesota Timberwolves,MIN
gibsoda01,4.09,2009,Cleveland Cavaliers,CLE
gibsoda01,4.02,2010,Cleveland Cavaliers,CLE
gibsoda01,4.4,2011,Cleveland Cavaliers,CLE
gibsoda01,4.79,2012,Cleveland Cavaliers,CLE
gibsojo01,0.68,2016,Dallas Mavericks,DAL
gibsojo01,0.04,2017,Boston Celtics,BOS
gibsota01,1.04,2009,Chicago Bulls,CHI
gibsota01,1.12,2010,Chicago Bulls,CHI
gibsota01,1.2,2011,Chicago Bulls,CHI
gibsota01,2.16,2012,Chicago Bulls,CHI
gibsota01,7.55,2013,Chicago Bulls,CHI
gibsota01,8,2014,Chicago Bulls,CHI
gibsota01,8.5,2015,Chicago Bulls,CHI
gibsota01,8.95,2016,Oklahoma City Thunder,OKC
gibsota01,14,2017,Minnesota Timberwolves,MIN
giddejr01,1.03,2009,New York Knicks,NYK
gildetr01,0.03,2009,Memphis Grizzlies,MEM
gilesha01,1.86,2017,Sacramento Kings,SAC
ginobma01,10.73,2009,San Antonio Spurs,SAN
ginobma01,11.85,2010,San Antonio Spurs,SAN
ginobma01,12.98,2011,San Antonio Spurs,SAN
ginobma01,14.11,2012,San Antonio Spurs,SAN
ginobma01,7.5,2013,San Antonio Spurs,SAN
ginobma01,7,2014,San Antonio Spurs,SAN
ginobma01,2.81,2015,San Antonio Spurs,SAN
ginobma01,14,2016,San Antonio Spurs,SAN
ginobma01,2.5,2017,San Antonio Spurs,SAN
gladnmi01,0.25,2011,Miami Heat,MIA
goberru01,1.08,2013,Utah Jazz,UTA
goberru01,1.13,2014,Utah Jazz,UTA
goberru01,1.18,2015,Utah Jazz,UTA
goberru01,2.12,2016,Utah Jazz,UTA
goberru01,21.97,2017,Utah Jazz,UTA
gomesry01,3.87,2009,Minnesota Timberwolves,MIN
gomesry01,4,2010,Los Angeles Clippers,LAC
gomesry01,4,2011,Los Angeles Clippers,LAC
gomesry01,4,2012,Los Angeles Clippers,LAC
gomesry01,1.19,2013,Oklahoma City Thunder,OKC
goodedr01,4.5,2009,Los Angeles Clippers,LAC
goodedr01,5.76,2010,Milwaukee Bucks,MIL
goodedr01,6.23,2011,Milwaukee Bucks,MIL
goodedr01,6.69,2012,Milwaukee Bucks,MIL
goodedr01,6.68,2014,Milwaukee Bucks,MIL
goodedr01,1.45,2014,Washington Wizards,WAS
goodedr01,3.3,2015,Washington Wizards,WAS
goodwar01,1.06,2013,Phoenix Suns,PHX
goodwar01,1.11,2014,Phoenix Suns,PHX
goodwar01,1.16,2015,Phoenix Suns,PHX
goodwar01,2.09,2016,Phoenix Suns,PHX
goodwar01,0.19,2016,Brooklyn Nets,BKN
goodwar01,0.1,2016,New Orleans Pelicans,NOP
gordoaa01,3.99,2014,Orlando Magic,ORL
gordoaa01,4.17,2015,Orlando Magic,ORL
gordoaa01,4.35,2016,Orlando Magic,ORL
gordoaa01,5.5,2017,Orlando Magic,ORL
gordobe01,10,2009,Detroit Pistons,DET
gordobe01,10.8,2010,Detroit Pistons,DET
gordobe01,11.6,2011,Detroit Pistons,DET
gordobe01,12.4,2012,Charlotte Hornets,CHA
gordobe01,13.2,2013,Charlotte Hornets,CHA
gordobe01,4.5,2014,Orlando Magic,ORL
gordodr01,0.04,2014,Philadelphia 76ers,PHI
gordoer01,2.82,2009,Los Angeles Clippers,LAC
gordoer01,3.02,2010,Los Angeles Clippers,LAC
gordoer01,3.83,2011,New Orleans Hornets,NOP
gordoer01,13.67,2012,New Orleans Hornets,NOP
gordoer01,14.28,2013,New Orleans Pelicans,NOP
gordoer01,14.9,2014,New Orleans Pelicans,NOP
gordoer01,15.51,2015,New Orleans Pelicans,NOP
gordoer01,12.39,2016,Houston Rockets,HOU
gordoer01,12.94,2017,Houston Rockets,HOU
gortama01,5.85,2009,Orlando Magic,ORL
gortama01,6.32,2010,Phoenix Suns,PHX
gortama01,6.79,2011,Phoenix Suns,PHX
gortama01,7.26,2012,Phoenix Suns,PHX
gortama01,7.73,2013,Washington Wizards,WAS
gortama01,10.43,2014,Washington Wizards,WAS
gortama01,11.22,2015,Washington Wizards,WAS
gortama01,12,2016,Washington Wizards,WAS
gortama01,12.78,2017,Washington Wizards,WAS
goudean01,0.47,2011,Los Angeles Lakers,LAL
goudean01,0.2,2015,Houston Rockets,HOU
grahajo01,0.88,2009,Denver Nuggets,DEN
grahajo01,0.99,2010,Cleveland Cavaliers,CLE
grahast01,0.88,2009,Charlotte Hornets,CHA
grahast01,0.99,2010,Brooklyn Nets,BKN
grahatr01,0.08,2015,Utah Jazz,UTA
grahatr01,0.54,2016,Charlotte Hornets,CHA
grahatr01,1.31,2017,Charlotte Hornets,CHA
grangda01,9.93,2009,Indiana Pacers,IND
grangda01,10.97,2010,Indiana Pacers,IND
grangda01,12.02,2011,Indiana Pacers,IND
grangda01,13.06,2012,Indiana Pacers,IND
grangda01,14.02,2013,Philadelphia 76ers,PHI
grangda01,2.08,2014,Phoenix Suns,PHX
grangda01,2.17,2015,Detroit Pistons,DET
grantje01,0.88,2014,Philadelphia 76ers,PHI
grantje01,0.85,2015,Philadelphia 76ers,PHI
grantje01,0.98,2016,Oklahoma City Thunder,OKC
grantje01,1.52,2017,Oklahoma City Thunder,OKC
grantje02,1.57,2015,New York Knicks,NYK
grantje02,1.64,2016,Chicago Bulls,CHI
grantje02,1.71,2017,Chicago Bulls,CHI
grayaa01,1,2009,New Orleans Hornets,NOP
grayaa01,1.03,2010,New Orleans Hornets,NOP
grayaa01,2.5,2011,Toronto Raptors,TOR
grayaa01,2.58,2012,Toronto Raptors,TOR
grayaa01,2.69,2013,Toronto Raptors,TOR
grayaa01,1.23,2014,Detroit Pistons,DET
grayaa01,0.45,2015,Detroit Pistons,DET
grayaa01,0.45,2016,Detroit Pistons,DET
grayjo01,0.1,2017,Phoenix Suns,PHX
greenda02,0.46,2009,Cleveland Cavaliers,CLE
greenda02,0.09,2010,San Antonio Spurs,SAN
greenda02,0.85,2011,San Antonio Spurs,SAN
greenda02,3.5,2012,San Antonio Spurs,SAN
greenda02,3.76,2013,San Antonio Spurs,SAN
greenda02,4.03,2014,San Antonio Spurs,SAN
greenda02,10,2015,San Antonio Spurs,SAN
greenda02,10,2016,San Antonio Spurs,SAN
greenda02,10,2017,San Antonio Spurs,SAN
greendr01,0.85,2012,Golden State Warriors,GSW
greendr01,0.88,2013,Golden State Warriors,GSW
greendr01,0.92,2014,Golden State Warriors,GSW
greendr01,14.3,2015,Golden State Warriors,GSW
greendr01,15.33,2016,Golden State Warriors,GSW
greendr01,16.4,2017,Golden State Warriors,GSW
greener01,0.51,2014,Denver Nuggets,DEN
greener01,0.1,2015,Denver Nuggets,DEN
greener01,0.1,2015,Utah Jazz,UTA
greenge01,0.44,2011,Brooklyn Nets,BKN
greenge01,0.07,2011,Los Angeles Lakers,LAL
greenge01,3.5,2012,Indiana Pacers,IND
greenge01,3.5,2013,Phoenix Suns,PHX
greenge01,3.5,2014,Phoenix Suns,PHX
greenge01,1.36,2015,Miami Heat,MIA
greenge01,1.41,2016,Boston Celtics,BOS
greenge01,0.87,2017,Houston Rockets,HOU
greenja01,0.06,2014,Memphis Grizzlies,MEM
greenja01,0.85,2015,Memphis Grizzlies,MEM
greenja01,0.98,2016,Memphis Grizzlies,MEM
greenja01,8.53,2017,Memphis Grizzlies,MEM
greenje02,3.52,2009,Oklahoma City Thunder,OKC
greenje02,4.46,2010,Boston Celtics,BOS
greenje02,8.39,2012,Boston Celtics,BOS
greenje02,8.97,2013,Boston Celtics,BOS
greenje02,9.45,2014,Memphis Grizzlies,MEM
greenje02,9.2,2015,Los Angeles Clippers,LAC
greenje02,15,2016,Orlando Magic,ORL
greenje02,2.12,2017,Cleveland Cavaliers,CLE
greenwi01,3.68,2009,Philadelphia 76ers,PHI
greenwi01,3.98,2010,New Orleans Hornets,NOP
greenwi01,1.22,2011,Atlanta Hawks,ATL
greenwi01,1.48,2012,Los Angeles Clippers,LAC
greenwi01,1.4,2013,Los Angeles Clippers,LAC
greenwi01,1.45,2014,Orlando Magic,ORL
greendo01,1.04,2009,Sacramento Kings,SAC
greendo01,1.12,2010,Sacramento Kings,SAC
greendo01,2.02,2011,Sacramento Kings,SAC
greenor01,0.05,2010,Brooklyn Nets,BKN
griffbl01,4.98,2009,Los Angeles Clippers,LAC
griffbl01,5.36,2010,Los Angeles Clippers,LAC
griffbl01,5.73,2011,Los Angeles Clippers,LAC
griffbl01,7.23,2012,Los Angeles Clippers,LAC
griffbl01,16.44,2013,Los Angeles Clippers,LAC
griffbl01,17.67,2014,Los Angeles Clippers,LAC
